,Song_Title,Artist,Lyricist,Composer,Lyric
7,Mirror,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,いつの間にやり場もなくこんな想いを抱いてた ありふれて使い古した言葉を並べて oh Love Love Love…… oh Love Love Love…… 窓際に腰を下ろしてフォークギター鳴らしては 風立ちぬ夕暮れの空に向け歌う そりゃ碌でもなくポップなんてものでもなく ましてヒットの兆しもない ただあなたへと想いを走らせた 単純明解な Love Song 舗道に沿って幸せそうに 歩き出した恋人達を 羨むように讃えるように そっと君を待っている 人前で泣いたことのない そんな強気なあなたでも 絶望の淵に立って迷う日もあるでしょう 夢に架かる虹の橋 希望の光の矢 愛を包むオーロラのカーテン その全てが嘘っぱちに見えて 自分を見失う様なときは あなたが誰で何の為に生きてるか その謎が早く解けるように 鏡となり 傍に立ち あなたを映し続けよう そう願う今日この頃です
8,メインストリートに行こう,"
Mr.Children",桜井和寿,桜井和寿・小林武史,待ちわびてた約束の週末 誰にも内緒の Drivin' 車止めて クラクションは 2 Times 君を呼び出す合図 仲間達が言う程 君って クールじゃないのがいいね 流れてくるラジオに合わせ 口ずさむよ “BOB MARLEY” 雨上りの街へ連れ出したい みんな狙ってるのさ 君の事を My city of joy 週末の天使 星降る街で 君とランデブー 夢みたい この街のノイズ きらめくビル いつまでも Everyweek Everymonth 高鳴る僕の鼓動 たった一ついいかな 君は月の灯りのように しまい込んだ孤独な心を やさしく照らす Light 二人だけの Dance party 夜明けまで 寄りそったままでいたいだけさ 気まぐれな Talk いたずらな Smile 人波あふれたスクランブルで Hold me tight Sexyなポーズ 突然のキッス このままじゃ Everyday Everynight くぎづけの Heart My city of joy この胸は Sweet 星降る街で 君とランデブー 夢みたい この街のノイズ きらめくビル いつまでも Everyweek Everymonth 高鳴る僕の鼓動 待ちわびてた約束の週末 今夜 5回目の Drivin' 車止めて クラクションは 2 Times 君を呼び出す合図 メインストリ一トに行こうよ!
9,memories,"
Mr.Children",桜井和寿,桜井和寿,ねぇ誰か教えてよ 時計の針はどうして ずっと止まっているのだろう 約束の時間の前で こんなにも こんなにも 君のことを覚えてる いつまでも いつまでも 君のことを僕は待ってる あの日2人で見た 眩しい夢のカケラ 色褪せずに キラキラ光ってるのに ねぇ誰か教えてよ 夕日の色ってどうして 胸を苦しくするのだろう？ 今日も僕は君を待ってる 君が話してくれた 秘密の話はまだ 僕の胸に そっとしまったまま 固く目を瞑って 今 手繰り寄せる どこまでも美しすぎる記憶 心臓を揺らして 鐘の音が聴こえる 僕だけが幕を下ろせないストーリー ねぇ誰か教えてよ 愛しい気持ちはどうして こんなにも こんなにも この心 惑わすのだろう？ いつの日も いつの日も
10,Melody,"
Mr.Children",桜井和寿,桜井和寿,訳もなくて なんだか妙に 心が弾む夜だ 通り過ぎる風に鼻歌がついて出る 夢のように 映画のように いかないと知りながら 恋の予感にも似た心踊るメロディー きっとこんな風にすべてが素敵に響けば 僕らの明日は透き通ってくのに 見飽きたこの街が クリスマスみたいに光る そんな瞬間 今日も僕は探してる 苛立ちの毎日 行き詰まった暮らしを 洗うような煌めくハーモニー 頼りなくて 人恋しくて 心切ない夜は 時間なんて早く進んでしまえばいいのに きっと同じように夜空を見上げてる人が どこかの町にきっといるはず 突然の夕立に 木々が濡れて光る そんな瞬間 運命を受け入れる 無駄なものは何も 無意味なものは何も ありはしないと素直に思えてくる もしも違う景色見てても 同じこの地球(ほし)の上 必ずどこかで繋がっているはず 見飽きたこの街が クリスマスみたいに光る そんな瞬間 今日も僕は探してる 涙を微笑みに 悲しみを喜びに 塗り替える そんなメロディー 苛立ちの毎日 行き詰まった暮らしを バラ色に染めてくハーモニー
11,妄想満月,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI・YOHITO TERAOKA,夜の公園で タバコをふかし 出会い頭の 君に恋する 隣のベンチに 君が座って 風が吹くたび 素敵な香り 外は満月 分別なんてのは 闇に塞がせて 君の心のすべての 穢れを 教えて 君が飼ってる大型犬が 俺に吠えてる 何もしていないのに 朝が来たなら 目隠しをして 小さく話そう 君の肉体(からだ)のすべての乱れを 教えて 男の方へ 君は駆けてく 彼氏なのかな?ただの友かな? 名も知らぬ君
12,もっと,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,悲しみの場所に灯された裸電球に似た光 それはほら吹きに毛の生えたにわか詩人の蒼い願い 華やぐ季節がそこまで来てるのに 相変わらず心をどこかに置いたまま 暗い目をしてたって この星のリズムは 君に笑顔を降らすから きっと きっと きっと ヘッドフォンで塞いだはずの理由のない孤独な叫び やわな手足をもぎ取られたバッタみたいにもがく思い 世界は誰にでも門を開いて待っている 平等の名の下に請求書と一緒に そんな理不尽もコメディーに見えてくるまで 大きいハート持てるといいな もっと もっと もっと もっと もっと もっと 夜ごとの花火はもう上がらなくていい 心に消えない光が咲いてるから 暗い目をしてたって この星のリズムは 君に笑顔を降らすから きっと きっと きっと どんな理不尽もコメディーに見えてくるまで 大きいハート持てるといいな もっと もっと もっと もっと もっと もっと
13,Monster,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,あだ名は「トビウオ」 でもお日様が嫌いで この街を潜水して泳いでいく 真向かいのビルを敵のアジトに見立てて 文明やなんかを憎んでみる セキュリティーがイヤモニして 警戒を強化しだした ラブ&ピースが与えられた使命だ だけど特に何をするでもない Knock Knock 誰かいますか? 開けてくれますか? Knock Knock ご存知ですか? 僕はモンスター 彼女は「カナリヤ」 人目に触れたがらない メモ帳の中にだけ存在している 聞かせてくれたことはまだ無いが きれいな虹色の声で歌うよ 誰ともSEXしなくても 子供だって身籠もれる 全裸でいるのは宗教上の理由だ 慈悲の御心で世界を救う Knock Knock 誰かいますか? 入れてくれますか? Knock Knock お気付きですか? あなたもモンスター さぁ どんな叫び声をあげようか? 探していました 分かり合える人を ずっと 悲しい顔して 哀れんでくれてるんですね でも 分かります そのうち分かります あなたにも 大丈夫 大丈夫 痛くもないし 怖くもないです 大丈夫 大丈夫 僕と一緒 あなたもモンスター Knock Knock 誰かいますか? 開けてくれますか? Knock Knock ご存知ですか? 僕はモンスター Knock Knock お気付きですか? あなたもモンスター さぁ どんな叫び声をあげようか?
14,優しい歌,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,誰かが救いの手を 君に差し出している だけど 今はそれに気付けずにいるんだろう しらけムードの僕等は 胸の中の洞窟に 住みつく魔物と対峙していけるかな 一吹きで消えそうな 儚い願い 言いかけて飲み込んで 恥ずかしくなる 魂の歌 くすぶってた 照れ隠しの裏に忍ばせた 確信犯の声 出口の無い自問自答 何度繰り返しても やっぱり僕は僕でしかないなら どちらに転んだとしても それはやはり僕だろう このスニーカーのヒモを結んだなら さぁ行こう 簡単に平伏した あの日の誓い 思い出して歯痒くて 思わず叫ぶ 後悔の歌 甘えていた 鏡の中の男に今 復讐を誓う 群衆の中に立って 空を見れば 大切な物に気付いて 狂おしくなる 優しい歌 忘れていた 誰かの為に 小さな火をくべるよな 愛する喜びに 満ちあふれた歌
15,安らげる場所,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,十月の夕暮れが寂しげに街を映す 僕はただそれを見ているだけ 君を想って 何処からか愛しさが胸に込み上げたなら セーターなど着てなくても そっと温もる 僕はなぜ繰り返す別れを受け入れてきたんだろう? その謎が君と出会い ちょっと解けた 孤独とゆう暗い海に ひとつの灯台を築こう 君はただそれを見ていればいい 一番安らげる場所で 人はなぜ幸せを闇雲に求めてしまうんだろう? 何より大事な物も守れずに この恋の行き先に何があるかは知らない ただ静かに手を取っては 永遠にと願う いつも君と二人で
16,やわらかい風,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,やわらかい風が吹いたら ふと目を瞑って 元気で過ごしてるかな? そんなことを思うんだ 君の自転車の後をジョギングして かけてく遊歩道 それで嬉しかった 何気なく笑い合えたな 会話なんてなくたって 忙しく過ごしてるかな? 風邪なんかひいていないかな? 君が抱いてた悲しみ 寂しさ もどかしさ 何にもしてやれなかったなぁ それが悔しかった もっと大きな器で もっと優しくて そういう僕なら君を救えたろうな 世知辛い時代だとアナウンスされてるけど 君と過ごした時間があるから 僕は恵まれてるって言える 始まりも終わりも どこかあやふやで 頭の切り替えが 上手くいかないまんま 何気なく笑い合えたな 今もそうならいいな 忙しく過ごしてるかな? 誰かと出会っているかな? やわらかい風が吹いたら また目を瞑って 元気で過ごしてるかな? そんなことを思うんだ やわらかい風が吹いたら… やわらかい風が吹いたら…
17,Your Song,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,花吹雪が舞うような きらめく夏の陽射しのような 時は過ぎ 華やいでた想い出も 少しだけ落ち着きを取り戻した 君と僕が重ねてきた 歩んできた たくさんの日々は 今となれば この命よりも 失い難い宝物 ふとした瞬間に同じこと考えてたりして また時には同じ歌を口ずさんでたりして そんな偶然が今日の僕には何よりも大きな意味を持ってる そう君じゃなきゃ 君じゃなきゃ 苦手意識を持ってた 食べ物もスポーツも堅苦しい場所も 君が薦めるんなら無理なんかせず受け入れることが出来たんだ 時に僕が窮屈そうに囚われている考えごとに なんてことのない一言で この心を自由にしてしまう 飛び込んでくる嫌なニュースに心痛めて また時にはちっちゃな事で笑い転げて 一緒に生きていく日々のエピソードが特別に大きな意味を持ってる そう君じゃなきゃ 君じゃなきゃ ふとした瞬間に同じこと考えてたりして また時には同じ歌を口ずさんでたりして そんな偶然が今日の僕には何よりも大きな意味を持ってる そう君じゃなきゃ 君じゃなきゃ そう君じゃなきゃ 君じゃなきゃ
18,ゆりかごのある丘から,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,草原には優しい風が吹いていて 草花達が一日中ワルツを舞ってた 鳥達の賛美歌をミツバチが運んできて それが僕らの耳元で飛び交ってた ゆりかごがそこにはいつも置いて有り 腰掛けた君の揺れる髪を撫でる度 柔らかな香りが僕を包み込み 思わず僕はその髪にキスをする いつもここで待ち合わせて 君の作ったランチを食べてたっけ…… でも僕が戦場に行っているその間 君は大人になってしまっていて あの約束を頼りに 生き延びて戻ったのに 君はもう違う誰かの腕の中 そして僕は一人 草原はあの日のままの優しさで くたびれて戸惑う僕をそっと包み込む 争いには勝ったけど大事な物を失くして 一体僕は何をしていたのだろう ぼくの肩に頭のせた 君の写真ゆりかごに置いて見て 一度だけ君がくれた 手紙を読み返したら 気付けなかった寂しさが降ってきて ごめんねとつぶやいても もうどうなる訳でもなく 切なさがギュッと胸をしめつける Ah 僕が戦場に行っているその間 君はもう違う誰かの腕の中 そして僕は一人
19,youthful days,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,にわか雨が通り過ぎてった午後に 水溜まりは空を映し出している 二つの車輪で 僕らそれに飛び込んだ 羽のように広がって 水しぶきがあがって 君は笑う 悪戯に ニヤニヤと 僕も笑う 声を上げ ゲラゲラと 歪んだ景色に取り囲まれても 君を抱いたら 不安は姿を消すんだ 胸の鐘の音を鳴らしてよ 壊れるほどの抱擁とキスで あらわに心をさらしてよ ずっと二人でいられたらいい 「サボテンが赤い花を付けたよ」と言って 「急いでおいで」って僕に催促をする 何回も繰り返し 僕ら乾杯をしたんだ だけど朝になって 花はしおれてしまって 君の指 花びらを撫でてたろう 僕は思う その仕草 セクシーだと 表通りには花もないくせに トゲが多いから 油断していると刺さるや 胸の鐘の音を鳴らしてよ 切ないほどの抱擁とキスで 乾いた心を濡らしてよ ただ二人でいられたらいい 生臭くて柔らかい温もりを抱きしめる時 (I got back youthful days) くすぐったい様な乱暴に君の本能が応じてる時 (I got back youthful days) 苦しさにも似た感情に もう名前なんてなくていいんだよ (I got back youthful days) 日常が押し殺してきた 剥き出しの自分を感じる 繋いだ手を放さないでよ 腐敗のムードを かわして明日を奪うんだ 胸の鐘の音を鳴らしてよ 壊れるほどの抱擁とキスで あらわに心をさらしてよ ずっと二人でいられたらいい いつも二人でいられたらいい
20,UFO,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,｢上手くいかないことばかりだよ｣と 君が肩を落とすから 気が付けば抱き寄せてた あの日 一緒に見た奇妙な光 アダムスキーだなんだと茶化して帳消しにしたいんだろう 腫れ物を触るみたいな 核心を避ける話題 冷めかけたスパゲティーをフォークに巻き付けては 甘い憂鬱を噛みしめる バランスとるのはやめて 愛を吐き出したら つぐんでた昨日より 胸のつかえはなくなるけど どうかなぁ 互いの胸のうちに気付いてる以上 僕らは共犯者だ 念を押して確かめなくても 僕を信じきっているあの人を 嫌いになれもしないから よけい 分かんなくなるんだよ なぜ二人 今になって惹きあってしまうんだろう 遥か彼方から飛来する未知の光が 僕らを包んで 迷いも苦しみもない世界へと連れ去る 身勝手なその夢は 低空飛行の旅客機の地響きに はぎ取られた 遥か彼方から飛来する未知の光が 僕らを包んで 迷いも苦しみもない世界へと誘う あのUFOが出てくる夢 僕の心を無重力の宇宙(そら)へ浮かべる 二人を 夢の中へ連れてっておくれ UFO来ないかなぁ
21,You make me happy,"
Mr.Children",桜井和寿,桜井和寿,リフレインの声を酔いしれて聞いてる 古い80's のラブソング リメイクしたって噂なら知ってた でもオリジナルを越えようがない ど派手なメイクをしたシンガーが 切なく甘く振り絞り歌う デジタルとアナログ その狭間の時代に 響き渡った青春のサウンド 「懐古趣味...」だって君は停止ボタンに 指を置いて脅してくる でも You make me happy そんな仕草見たら たまんなくなってくるのさ その当時の恋 思い出して 浸ってるって推理したろう？ 違うよ少しだけ 何も怖くなかったあの日々が恋しいだけ きみといるこの部屋が好き きみのいるこの暮らしが好き You are the one. We are the one. 今が好き きっときっと 二人ならば そう きっと ハッピーでいれるさ 導かれたように 今ここにいる二人 趣味はまるで合わないけど きみといるこの時間(とき)が好き きみのいるこの街が好き You are the one. We are the one. きみが好き
22,ヨーイドン,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,目をつぶってさ ブランコを思い切り漕ぐんだ いつもより幾分 大人びてる気分 空を飛んでるイメージで風を蹴るんだ どこへでも行ける いま旅立ちを告げるよ ヨーイドンの合図 待たずして僕ら大人になっていくよ どこに向かっているのかなんて分かんない でも飛び出していくよ 転がりだしていくよ 偉い教授も専門家も分かってないよなぁ 数字やデータで未来はつくれない ぽかりと空いた心の穴埋め問題は一人では解けない ねぇ 一緒に解いてよ いい手本が近くにいっぱいあんだ 幸せになってみせるよ 半ズボンもリボンも似合わなくなった 大人も悩んでいるよ 転がり続けていくよ 僕の胸に 君の胸に 輝いて見えるもの風化させないでよ 時間のタオルで磨いて 目をつぶってさ ブランコを思い切り漕ぐんだ どこへでも行ける いま旅立ちを告げるよ ヨーイドンの合図 待たずして僕ら大人になっていくよ どこに向かっているのかなんて分かんない でも飛び出していくよ いい手本が近くにいっぱいあんだ 幸せになってみせるよ 半ズボンもリボンも似合わないような 大人になっていくよ 転がり続けていくよ
23,Round About ～孤独の肖像～,"
Mr.Children",桜井和寿,桜井和寿,寂しさを持ち寄って溢れてる人波に 型にはまりゃしないとありふれた夢が転がる 感情の通わない口先だけのコミュニケーション 夜が明けるまで 騒ぐteenager 虚ろな肖像 Round about city 孤独な街角 過剰な愛に ゆがんだ Heart 誰かが泣いてる 誰かが笑ってる 浮き足立つ路上の夢に oh God bless you 自由な恋を気取って 誰かれ問わず抱かれたって 縛られてないと不安なんだろう 君はまた夜を彷徨う 愛情が無くとも慰め合えれば サティスファクション 存在する意味を見出せないで むさぼる欲望 Round about city 消えちゃいそうだよ 頼りない程 小さな myself どこへ向かってる 何を欲しがってる 満たされぬ人々(ひと)の夢に oh God bless you 純情に飢えてる大人みたいな Next ジェネレイション 影ある微笑みは 明日なき愛に怯えて見えた Round about city 愛されたいんだよ 満たされぬまま 今夜もBlue 自由と似てる でもどこか違ってる 見よう見真似で装うスタイル 誰かが泣いてる 誰かが笑ってる 浮き足立つ路上の夢に oh God bless you
24,LOVE,"
Mr.Children",桜井和寿,桜井和寿,偶然だね、 こんな風に会う度に 君は変わってく 見なれない そのピアスのせいなのかな？ ちょっとだけキレイだよ 彼になる気もなくて 責任などさらさらさ でもね 少し胸が苦しい なにげなく なんとなく 他の誰かに君を染められるのが気にかかる かなりカンの鋭い僕の彼女を 怒らせるのもなにか違ってる 燃えるような恋じゃなく ときめきでもない でも いつまでも君だけの特別でいたい 本当に手におえないよ 天気予報より嘘つきで 青空の中に映る 調子いい君のあの笑顔 口さえなきゃ誰もが振り向くようなスタイルで 人をその気にするのが上手(うま)い 気がつけば いつの間に巻き込まれてる いつも君のペース だけど楽しくて 昔 野球で鍛えた君の彼氏に 殴られるのもなにか違ってる それでもね 時々は電話しておいで 昼間でも夜中でも 遠慮はいらない 悲しい出来事に その笑顔を奪われたら 探しに行こう あの日のように 振り向けば 心の隅に君がいて I want smiling your face いつもそれだけで 投げやりな気持ちが空に消えてくよ でも“愛してる”とは違ってる ちっぽけなプライドも遠慮もいらない 束縛やヤキモチはちょっぴりあるけど 燃えるような恋じゃなく ときめきでもない でもいいじゃない それもまた一つの Love…Love…Love…
25,Love is Blindness,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,シーツにくるまって夜の闇を泳ぐ 密室に住む熱帯魚 それが私達です 罪深き秘密をこの胸にしまって 墓場まで持って行けるかな Love is Blindness Love is Blindness 君以外は欲しくない 今まで過ごしてきたどんな自分よりも 君と生きる現在がいとしく思えるんです 例えば人道に背く行為というなら 虫ケラとなって愛を誓う Love is Blindness Love is Blindness 聖者でなんかいられない 罪深き秘密をこの胸にしまって 墓場まで持って行けるかな Love is Blindness Love is Blindness 君以外は欲しくない Love is Blindness Love is Blindness
26,ラヴ コネクション,"
Mr.Children",桜井和寿,桜井和寿・小林武史,ワンタッチの関係ではエクスタシーはない トゥマッチな愛情に触れてもつらい Oh 妙に醒めたポーズで今日も Woo つれない素振り “大胆気ままに恋はエクササイズよ” なんちゃって本当は傷つくのが恐い Oh メロドラマに涙流して Woo 可憐な君よ Tell me what do you want Oh what do you think baby 僕を揺さぶってくれよ What do you want 一体どうして欲しいんだ 今夜も Oh baby baby please yeah シェイプアップが成功したSexyなスタイル ノータッチじゃ no no!! 愛想がないんじゃない Oh 高飛車なフリして結構 Woo お世辞に弱いね Tell me what do you want Oh what do you think baby 君の好きにしていいよ What do you want お気に召すまま 僕を転がしてくれ Oh what do you want Oh what do you think baby 君を奪い去ってくんだ What do you want 自由にしてあげよう 僕が Oh baby baby please yeah Oh what do you want なんだかんだ言ったって 老いてく君の美貌も いいだろう訳ありの過去も 愛してあげよってなもんさ What do you want Oh what do you think baby 僕を揺さぶってくれよ What do you want お気に召すまま 僕を転がしてくれよ What do you want Oh what do you think baby 君を奪い去ってくんだ What do you want 自由にしてあげよう 僕が Oh baby baby please yeah
27,LOVEはじめました,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,「相変わらずだね」って 昔付き合ってた女にそう言われた 良く取っていいのか悪い意味なのか？ 良く分からずしばらくヘラヘラ笑ってた 不意に視線を上げれば 極彩色 ネオン街の光だ おやじに買われて ホテルで刺される 少女を描いた 映画を思い出した 路肩に止まった車で売ってる 何たらケバブーをほおばる 屍 回してあぶって 切り裂き 小さくなった そのお肉をほおばる LOVE はじめました そいつで大きくなりました LOVE はじめました あぁ お口に合いましたか？ 殺人現場にやじうま達が暇潰しで群がる 中高生達が携帯片手にカメラに向かってピースサインを送る 犯人はともかく まずはお前らが死刑になりゃいいんだ でも このあとニュースで中田のインタビューがあるから それ見てから考えるとしようか LOVE よく冷えております 時代の向かい風も受けて LOVE よく冷えております あぁ イッキに飲み干せたらな この街の中で押し合いへし合い 僕らは歩いてく 多少の摩擦があっても 擦れずに 心を磨いて行くなんて出来るかなぁ 坊主が屏風に上手に坊主の絵を書くと言うだろう なら僕は愛してる人に 愛してるという ひねりのない歌を歌おう 意味なんかないさ 深くもないし 韻だって踏んでない ただ 偽りなく 飾りもない まぎれもない 想いだけがそこにはあるんだ LOVE はじめました 毎度毎度のことですが LOVE はじめました 去年よりおいしくできました LOVE はじめました そいつで大人になりました LOVE はじめました あぁ お口に合いましたか？
28,ラララ,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,ちっぽけな縁起かついで 右足から家を出る 電車はいつもの街へ 疲れた身体を運ぶ 昨日と違う世界 あったっていいのに 僕も欲しいのに 簡単そうに見えてややこしく 困難そうに思えてたやすい そんな La La La そんなLa La La 探してる 探してる “葡萄酒が体にいいぞ”と並ぶ週刊誌の見出し 長生きはしたくもないけど 何気に酒屋を覗く いろんな情報が行き交う 要りもしないのに 手を出してみたり 参考書よりも正しく マンガ本よりも楽しい そんなLa La La そんなLa La La 探してる 探して (chorus) ラララ... ニュースは連日のように 崖っぷちの時代を写す 悲しみ 怒り 憎しみ 無造作に切り替えて行く 明日を生きる子供に 何をあたえりゃいい? 僕に出来るだろうか? 太陽系より果てしなく コンビニより身近な そんな La La La そんなLa La La 探してる 探してる 無くてはならぬものなど あんまり見当たらないけど 愛する人も同じように 今日も元気で暮らしてる 一人じゃない喜び なにはなくとも それで良しとしようか 簡単そうに見えてややこしく 困難そうに思えてたやすい そんなLa La La そんなLa La La 探してる 探してる 赤い夕日が燃えて沈んで 長い夜を越えて昇る 今日もLa La La 明日もLa La La 探してく 探してく (chorus) ラララ...
29,ランニングハイ,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,甲「理論武装で攻め勝ったと思うな バカタレ!」 乙「分かってる 仕方ないだろう他に打つ手立て無くて」 甲「威勢がいいわりにちっとも前に進めてないぜっ」 乙「黙ってろ!この荷物の重さ 知らないくせして」 向こう側にいる内面とドッヂボール 威嚇して 逃げ回り 受け止めて 弾き返す 「もう疲れた誰か助けてよ!」 そんな合図出したって 誰も観ていない ましてタイムを告げる笛は鳴らねぇ なら 息絶えるまで駆けてみよう 恥をまき散らして 胸に纏う玉虫色の衣装をはためかせていこう 苛々して仕方ない日は 疲れた体を 都合のいい恋にあずけて 終われば 寝た振りして あれっ 俺ッ 何してんだろう? 忘れた 分からねぇ 太陽が照りつけるとやけに後ろめたくて 前倣え 右へ倣えの欲望 気付けば要らんもんばかり まだ間に合うかなクーリングオフ 亡霊が出るというお屋敷を キャタピラが踏みつぶして 来春ごろにマンションに変わると代理人が告げる また僕を育ててくれた景色が 呆気なく金になった 少しだけ感傷に浸った後 「まぁ それもそうだなぁ」 時代とか 社会とか 無理にでも敵に仕立てないと 味方を探せない 愉快に暮らせないよ 仕組んだのは他の誰でもない 俺だって 自首したって 誰も聞いてない まして罪が軽くなんかならねぇ なら 息絶えるまで駆けてみよう 恥をまき散らして 退きどきだと言うなかれ素人! まだ走れるんだ 息絶えるまで駆けてみよう 恥をまき散らして 胸に纏う玉虫色の衣装を見せびらかしていこう
30,Replay,"
Mr.Children",桜井和寿,桜井和寿,はぐれた時間(とき)の隙間なら きっとすぐ埋まるよ ためらいのない想いが甦る こんなわがまま言うのも久しぶりね、と 君はつぶやく 海岸に沿った通りへ 君を連れ出し あの頃のように 夜は 君を不思議な程 綺麗に写すよ 誘われるように抱きしめたなら 不安は消えるから 誰より愛しい君よ いつの日もその胸に 離れていても変わらぬ想いを いつも同じような事で 何度となくぶつかってたね だけど髪を切るだけで 忘られるような 恋じゃないだろう 3年目のジンクスなど 怖くはないけど いつでも君を ずっと近くに感じていたいから 防波堤に打ち寄せる波の飛沫(しぶき) 浴びれば 出会った日の二人が Replay してる はぐれた時間(とき)の隙間など きっとすぐ埋まるよ ためらいのない想いが甦る 潮風が溜息を空に運ぶ 波音はくちづけの吐息 消して 誰より愛しい君よ いつの日もその胸に 離れていても変わらぬ想いを 二人で駆け抜けた季節も どんな場面も 振り返れば ほら 微笑み溢れてる 時は流れても Don't change your heart. and keep loving you.
31,REM,"
Mr.Children",桜井和寿,桜井和寿,出口を探しているんですが、あなた知らないか？ 僕は何故血を流してるの？ ロープで両手縛られてる時に見付けたナイフ でも、その先の記憶がない ここで何してるの？ 僕はどこにいるの？ こんな場所に来るのを 望んだ訳じゃないんだ ヘンゼルとグレーテルが迷い込んだ世界に もう dang-ding-dong dang-ding-dong dang-ding-dong こんな自由を奪うような夢のない夢なら見たくはない 要らない要らない シャングリラを探して旅していたんだ もしかして君のいる場所がそう？ そこで何してるの？ 君を愛してるよ 呼びかけてみても まるで返答がないんだ Where will you go？ 怒ってるみたいに 背を向けたまま dang-ding-dong dang-ding-dong dang-ding-dong そんな理想と違うような優しくない女(ひと)なら居たくもない 要らない要らない AとBにXYZも交差するよ この絡まる三次元が現実 いい人も悪い人もないっていう理論 テキストにて今日も展開中 そこで何してるの？ 君はどこにいるの？ ずっと探してるよ 君を愛してるよ ここで何してるの？ 僕はどこにいるの？ こんな場所に来るのを 望んだ訳じゃないんだ ヘンゼルとグレーテルが迷い込んだ世界に また dang-ding-dong dang-ding-dong dang-ding-dong どこに行こう。。 探してた僕はどこにもいない こんな理想と違うような愛のない世界なら居たくもない 要らない要らない 出口を探しているんですが、あなた知らないか？ 僕は何故涙流してるの？
32,ロザリータ,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,あまりリアル過ぎぬように いつの日か笑えるように 君の名は伏せるよ 匿名を使って 積み重ね合う嘘 つじつま合わせでもう 抱えきれなくなった荷物降ろした気分はどう? OH 曇った日の海のようにどんより 重く湿って気怠い 君のキスが胸を離れない ロザリータ 僕のロザリータ さよならなんて言わないで 恋多き女 ロザリータ 僕のロザリータ この部屋の鏡に映る退屈な男 君の部屋の鏡ならマシに見えたのに もう全てのデータを捨てたはずなのに どこかで君からの言葉を期待して過ごしている ロザリータ 僕のロザリータ また会いたいって囁いて 愛しているよ ロザリータ 僕のロザリータ 甘い言葉 完璧な微笑み そばかす 唇 下品に濡れる果実 OH 曇った日の海のようにどんより 暖かくて凍えそうな 君の肉体(からだ) 胸を離れない ロザリータ 僕のロザリータ さよならなんて言わないで 恋多き女 ロザリータ 僕のロザリータ また会いたいって囁いて 愛しているよ ロザリータ 僕のロザリータ あまりリアル過ぎぬように いつの日か笑えるように 君の名は伏せるよ 匿名を使って 君を歌う ロザリータ
33,losstime,"
Mr.Children",桜井和寿,桜井和寿,愛する者を看取った ひとりの老婆は今日 エピローグ綴って お迎えの時を待つ 「やがて… いずれ…そこに行くからね」 花瓶を置いて 写真の中に映る 過去と話している ゆりかごを揺らし あやした 子供らも大きくなり 願った通り巣立った 今は都会で暮らす 「時間みつけて逢いに行くからね」 電話の声は想い出の歌のよう 静かに聞いている みんな いずれ そこに逝くからね 生きたいように 今日を生きるさ そして 愛しい君をぎゅっと 抱きしめる
34,ロックンロール,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,空想にふけって一日が終わる もし違う生き方を選んでいたら。。。って 奔放に生きて 指図などさせない さすらう風に吹かれて 流れに逆らって R&Rのイメージそのまんま 酒に女に溺れて死んでいく わかってるよ わかってるよ 柄も器も僕とは違っている わかってるよ わかってるよ だけどたまらなく そいつに憧れるや 結婚などしないで孤独を愛する 後先など考えない 馬鹿と呼ばれる ロックスターも食っていくために 奔放なイメージを誇張してたりして わかってるよ わかってるよ どこの世界も楽じゃないってこと わかってるよ わかってるよ でも刺激と自由を心は探している R&Rの音に溺れて 今日もヘッドフォンのボリュームを上げる わかってるよ わかってるよ 今の暮らしが一番似合っている わかってるよ わかってるよ 決して一人じゃ人は生きていけない I LOVE YOU
